Zeitstempel,Zeitstempel,Pegelstand [cm]
1919-08-13,1919-08-13,1200.0
1919-08-14,1919-08-14,1198.0
1919-08-15,1919-08-15,1198.0
1919-08-16,1919-08-16,1198.0
1919-08-17,1919-08-17,1196.0
1919-08-18,1919-08-18,1196.0
1919-08-19,1919-08-19,1194.0
1919-08-20,1919-08-20,1194.0
1919-08-21,1919-08-21,1192.0
1919-08-22,1919-08-22,1192.0
1919-08-23,1919-08-23,1190.0
1919-08-24,1919-08-24,1190.0
1919-08-25,1919-08-25,1188.0
1919-08-26,1919-08-26,1188.0
1919-08-27,1919-08-27,1186.0
1919-08-28,1919-08-28,1186.0
1919-08-29,1919-08-29,1184.0
1919-08-30,1919-08-30,1184.0
1919-08-31,1919-08-31,1182.0
1919-09-01,1919-09-01,1182.0
1919-09-02,1919-09-02,1182.0
1919-09-03,1919-09-03,1180.0
1919-09-04,1919-09-04,1180.0
1919-09-05,1919-09-05,1178.0
1919-09-06,1919-09-06,1178.0
1919-09-07,1919-09-07,1178.0
1919-09-08,1919-09-08,1176.0
1919-09-09,1919-09-09,1176.0
1919-09-10,1919-09-10,1176.0
1919-09-11,1919-09-11,1174.0
1919-09-12,1919-09-12,1174.0
1919-09-13,1919-09-13,1174.0
1919-09-14,1919-09-14,1172.0
1919-09-15,1919-09-15,1172.0
1919-09-16,1919-09-16,1172.0
1919-09-17,1919-09-17,1170.0
1919-09-18,1919-09-18,1170.0
1919-09-19,1919-09-19,1170.0
1919-09-20,1919-09-20,1168.0
1919-09-21,1919-09-21,1168.0
1919-09-22,1919-09-22,1168.0
1919-09-23,1919-09-23,1166.0
1919-09-24,1919-09-24,1166.0
1919-09-25,1919-09-25,1166.0
1919-09-26,1919-09-26,1164.0
1919-09-27,1919-09-27,1164.0
1919-09-28,1919-09-28,1164.0
1919-09-29,1919-09-29,1164.0
1919-09-30,1919-09-30,1164.0
1919-10-01,1919-10-01,1162.0
1919-10-02,1919-10-02,1162.0
1919-10-03,1919-10-03,1160.0
1919-10-04,1919-10-04,1160.0
1919-10-05,1919-10-05,1160.0
1919-10-06,1919-10-06,1158.0
1919-10-07,1919-10-07,1158.0
1919-10-08,1919-10-08,1158.0
1919-10-09,1919-10-09,1156.0
1919-10-10,1919-10-10,1156.0
1919-10-11,1919-10-11,1154.0
1919-10-12,1919-10-12,1152.0
1919-10-13,1919-10-13,1152.0
1919-10-14,1919-10-14,1150.0
1919-10-15,1919-10-15,1150.0
1919-10-16,1919-10-16,1148.0
1919-10-17,1919-10-17,1146.0
1919-10-18,1919-10-18,1146.0
1919-10-19,1919-10-19,1144.0
1919-10-20,1919-10-20,1144.0
1919-10-21,1919-10-21,1142.0
1919-10-22,1919-10-22,1140.0
1919-10-23,1919-10-23,1140.0
1919-10-24,1919-10-24,1138.0
1919-10-25,1919-10-25,1136.0
1919-10-26,1919-10-26,1136.0
1919-10-27,1919-10-27,1134.0
1919-10-28,1919-10-28,1134.0
1919-10-29,1919-10-29,1134.0
1919-10-30,1919-10-30,1132.0
1919-10-31,1919-10-31,1132.0
1919-11-01,1919-11-01,1132.0
1919-11-02,1919-11-02,1130.0
1919-11-03,1919-11-03,1126.0
1919-11-04,1919-11-04,1126.0
1919-11-05,1919-11-05,1124.0
1919-11-06,1919-11-06,1124.0
1919-11-07,1919-11-07,1122.0
1919-11-08,1919-11-08,1122.0
1919-11-09,1919-11-09,1122.0
1919-11-10,1919-11-10,1120.0
1919-11-11,1919-11-11,1118.0
1919-11-12,1919-11-12,1118.0
1919-11-13,1919-11-13,1118.0
1919-11-14,1919-11-14,1118.0
1919-11-15,1919-11-15,1116.0
1919-11-16,1919-11-16,1116.0
1919-11-17,1919-11-17,1116.0
1919-11-18,1919-11-18,1116.0
1919-11-19,1919-11-19,1116.0
1919-11-20,1919-11-20,1114.0
1919-11-21,1919-11-21,1114.0
1919-11-22,1919-11-22,1114.0
1919-11-23,1919-11-23,1114.0
1919-11-24,1919-11-24,1114.0
1919-11-25,1919-11-25,1114.0
1919-11-26,1919-11-26,1114.0
1919-11-27,1919-11-27,1114.0
1919-11-28,1919-11-28,1114.0
1919-11-29,1919-11-29,1114.0
1919-11-30,1919-11-30,1114.0
1919-12-01,1919-12-01,1114.0
1919-12-02,1919-12-02,1114.0
1919-12-03,1919-12-03,1114.0
1919-12-04,1919-12-04,1114.0
1919-12-05,1919-12-05,1114.0
1919-12-06,1919-12-06,1114.0
1919-12-07,1919-12-07,1114.0
1919-12-08,1919-12-08,1114.0
1919-12-09,1919-12-09,1114.0
1919-12-10,1919-12-10,1114.0
1919-12-11,1919-12-11,1114.0
1919-12-12,1919-12-12,1114.0
1919-12-13,1919-12-13,1114.0
1919-12-14,1919-12-14,1112.0
1919-12-15,1919-12-15,1114.0
1919-12-16,1919-12-16,1114.0
1919-12-17,1919-12-17,1112.0
1919-12-18,1919-12-18,1112.0
1919-12-19,1919-12-19,1112.0
1919-12-20,1919-12-20,1110.0
1919-12-21,1919-12-21,1110.0
1919-12-22,1919-12-22,1110.0
1919-12-23,1919-12-23,1108.0
1919-12-24,1919-12-24,1108.0
1919-12-25,1919-12-25,1108.0
1919-12-26,1919-12-26,1106.0
1919-12-27,1919-12-27,1106.0
1919-12-28,1919-12-28,1106.0
1919-12-29,1919-12-29,1104.0
1919-12-30,1919-12-30,1104.0
1919-12-31,1919-12-31,1102.0
1920-01-01,1920-01-01,1102.0
1920-01-02,1920-01-02,1100.0
1920-01-03,1920-01-03,1100.0
1920-01-04,1920-01-04,1098.0
1920-01-05,1920-01-05,1098.0
1920-01-06,1920-01-06,1096.0
1920-01-07,1920-01-07,1096.0
1920-01-08,1920-01-08,1094.0
1920-01-09,1920-01-09,1094.0
1920-01-10,1920-01-10,1092.0
1920-01-11,1920-01-11,1090.0
1920-01-12,1920-01-12,1090.0
1920-01-13,1920-01-13,1090.0
1920-01-14,1920-01-14,1088.0
1920-01-15,1920-01-15,1086.0
1920-01-16,1920-01-16,1086.0
1920-01-17,1920-01-17,1084.0
1920-01-18,1920-01-18,1084.0
1920-01-19,1920-01-19,1084.0
1920-01-20,1920-01-20,1084.0
1920-01-21,1920-01-21,1082.0
1920-01-22,1920-01-22,1082.0
1920-01-23,1920-01-23,1080.0
1920-01-24,1920-01-24,1080.0
1920-01-25,1920-01-25,1080.0
1920-01-26,1920-01-26,1078.0
1920-01-27,1920-01-27,1078.0
1920-01-28,1920-01-28,1078.0
1920-01-29,1920-01-29,1078.0
1920-01-30,1920-01-30,1078.0
1920-01-31,1920-01-31,1076.0
1920-02-01,1920-02-01,1076.0
1920-02-02,1920-02-02,1076.0
1920-02-03,1920-02-03,1076.0
1920-02-04,1920-02-04,1076.0
1920-02-05,1920-02-05,1074.0
1920-02-06,1920-02-06,1074.0
1920-02-07,1920-02-07,1074.0
1920-02-08,1920-02-08,1072.0
1920-02-09,1920-02-09,1072.0
1920-02-10,1920-02-10,1072.0
1920-02-11,1920-02-11,1072.0
1920-02-12,1920-02-12,1070.0
1920-02-13,1920-02-13,1070.0
1920-02-14,1920-02-14,1070.0
1920-02-15,1920-02-15,1068.0
1920-02-16,1920-02-16,1068.0
1920-02-17,1920-02-17,1068.0
1920-02-18,1920-02-18,1068.0
1920-02-19,1920-02-19,1066.0
1920-02-20,1920-02-20,1066.0
1920-02-21,1920-02-21,1064.0
1920-02-22,1920-02-22,1064.0
1920-02-23,1920-02-23,1064.0
1920-02-24,1920-02-24,1064.0
1920-02-25,1920-02-25,1062.0
1920-02-26,1920-02-26,1062.0
1920-02-27,1920-02-27,1062.0
1920-02-28,1920-02-28,1060.0
1920-02-29,1920-02-29,1060.0
1920-03-01,1920-03-01,1060.0
1920-03-02,1920-03-02,1060.0
1920-03-03,1920-03-03,1060.0
1920-03-04,1920-03-04,1060.0
1920-03-05,1920-03-05,1060.0
1920-03-06,1920-03-06,1060.0
1920-03-07,1920-03-07,1058.0
1920-03-08,1920-03-08,1058.0
1920-03-09,1920-03-09,1058.0
1920-03-10,1920-03-10,1058.0
1920-03-11,1920-03-11,1058.0
1920-03-12,1920-03-12,1058.0
1920-03-13,1920-03-13,1058.0
1920-03-14,1920-03-14,1058.0
1920-03-15,1920-03-15,1058.0
1920-03-16,1920-03-16,1058.0
1920-03-17,1920-03-17,1058.0
1920-03-18,1920-03-18,1058.0
1920-03-19,1920-03-19,1058.0
1920-03-20,1920-03-20,1058.0
1920-03-21,1920-03-21,1058.0
1920-03-22,1920-03-22,1058.0
1920-03-23,1920-03-23,1058.0
1920-03-24,1920-03-24,1058.0
1920-03-25,1920-03-25,1058.0
1920-03-26,1920-03-26,1058.0
1920-03-27,1920-03-27,1058.0
1920-03-28,1920-03-28,1058.0
1920-03-29,1920-03-29,1058.0
1920-03-30,1920-03-30,1058.0
1920-03-31,1920-03-31,1058.0
1920-04-01,1920-04-01,1058.0
1920-04-02,1920-04-02,1058.0
1920-04-03,1920-04-03,1058.0
1920-04-04,1920-04-04,1058.0
1920-04-05,1920-04-05,1058.0
1920-04-06,1920-04-06,1058.0
1920-04-07,1920-04-07,1058.0
1920-04-08,1920-04-08,1058.0
1920-04-09,1920-04-09,1058.0
1920-04-10,1920-04-10,1056.0
1920-04-11,1920-04-11,1056.0
1920-04-12,1920-04-12,1054.0
1920-04-13,1920-04-13,1054.0
1920-04-14,1920-04-14,1054.0
1920-04-15,1920-04-15,1054.0
1920-04-16,1920-04-16,1054.0
1920-04-17,1920-04-17,1052.0
1920-04-18,1920-04-18,1052.0
1920-04-19,1920-04-19,1052.0
1920-04-20,1920-04-20,1052.0
1920-04-21,1920-04-21,1050.0
1920-04-22,1920-04-22,1050.0
1920-04-23,1920-04-23,1050.0
1920-04-24,1920-04-24,1050.0
1920-04-25,1920-04-25,1048.0
1920-04-26,1920-04-26,1048.0
1920-04-27,1920-04-27,1048.0
1920-04-28,1920-04-28,1048.0
1920-04-29,1920-04-29,1046.0
1920-04-30,1920-04-30,1046.0
1920-05-01,1920-05-01,1046.0
1920-05-02,1920-05-02,1044.0
1920-05-03,1920-05-03,1044.0
1920-05-04,1920-05-04,1042.0
1920-05-05,1920-05-05,1042.0
1920-05-06,1920-05-06,1042.0
1920-05-07,1920-05-07,1042.0
1920-05-08,1920-05-08,1042.0
1920-05-09,1920-05-09,1040.0
1920-05-10,1920-05-10,1040.0
1920-05-11,1920-05-11,1040.0
1920-05-12,1920-05-12,1038.0
1920-05-13,1920-05-13,1038.0
1920-05-14,1920-05-14,1038.0
1920-05-15,1920-05-15,1038.0
1920-05-16,1920-05-16,1038.0
1920-05-17,1920-05-17,1038.0
1920-05-18,1920-05-18,1038.0
1920-05-19,1920-05-19,1038.0
1920-05-20,1920-05-20,1038.0
1920-05-21,1920-05-21,1036.0
1920-05-22,1920-05-22,1036.0
1920-05-23,1920-05-23,1036.0
1920-05-24,1920-05-24,1038.0
1920-05-25,1920-05-25,1038.0
1920-05-26,1920-05-26,1038.0
1920-05-27,1920-05-27,1036.0
1920-05-28,1920-05-28,1036.0
1920-05-29,1920-05-29,1038.0
1920-05-30,1920-05-30,1038.0
1920-05-31,1920-05-31,1038.0
1920-06-01,1920-06-01,1038.0
1920-06-02,1920-06-02,1038.0
1920-06-03,1920-06-03,1036.0
1920-06-04,1920-06-04,1036.0
1920-06-05,1920-06-05,1036.0
1920-06-06,1920-06-06,1036.0
1920-06-07,1920-06-07,1036.0
1920-06-08,1920-06-08,1038.0
1920-06-09,1920-06-09,1038.0
1920-06-10,1920-06-10,1036.0
1920-06-11,1920-06-11,1036.0
1920-06-12,1920-06-12,1036.0
1920-06-13,1920-06-13,1036.0
1920-06-14,1920-06-14,1036.0
1920-06-15,1920-06-15,1036.0
1920-06-16,1920-06-16,1036.0
1920-06-17,1920-06-17,1036.0
1920-06-18,1920-06-18,1036.0
1920-06-19,1920-06-19,1036.0
1920-06-20,1920-06-20,1036.0
1920-06-21,1920-06-21,1036.0
1920-06-22,1920-06-22,1034.0
1920-06-23,1920-06-23,1034.0
1920-06-24,1920-06-24,1034.0
1920-06-25,1920-06-25,1034.0
1920-06-26,1920-06-26,1034.0
1920-06-27,1920-06-27,1034.0
1920-06-28,1920-06-28,1034.0
1920-06-29,1920-06-29,1034.0
1920-06-30,1920-06-30,1034.0
1920-07-01,1920-07-01,1034.0
1920-07-02,1920-07-02,1034.0
1920-07-03,1920-07-03,1034.0
1920-07-04,1920-07-04,1034.0
1920-07-05,1920-07-05,1032.0
1920-07-06,1920-07-06,1032.0
1920-07-07,1920-07-07,1034.0
1920-07-08,1920-07-08,1032.0
1920-07-09,1920-07-09,1032.0
1920-07-10,1920-07-10,1030.0
1920-07-11,1920-07-11,1030.0
1920-07-12,1920-07-12,1030.0
1920-07-13,1920-07-13,1030.0
1920-07-14,1920-07-14,1030.0
1920-07-15,1920-07-15,1030.0
1920-07-16,1920-07-16,1030.0
1920-07-17,1920-07-17,1030.0
1920-07-18,1920-07-18,1030.0
1920-07-19,1920-07-19,1030.0
1920-07-20,1920-07-20,1030.0
1920-07-21,1920-07-21,1030.0
1920-07-22,1920-07-22,1030.0
1920-07-23,1920-07-23,1030.0
1920-07-24,1920-07-24,1028.0
1920-07-25,1920-07-25,1028.0
1920-07-26,1920-07-26,1028.0
1920-07-27,1920-07-27,1028.0
1920-07-28,1920-07-28,1028.0
1920-07-29,1920-07-29,1028.0
1920-07-30,1920-07-30,1028.0
1920-07-31,1920-07-31,1028.0
1920-08-01,1920-08-01,1028.0
1920-08-02,1920-08-02,1026.0
1920-08-03,1920-08-03,1026.0
1920-08-04,1920-08-04,1026.0
1920-08-05,1920-08-05,1026.0
1920-08-06,1920-08-06,1026.0
1920-08-07,1920-08-07,1026.0
1920-08-08,1920-08-08,1026.0
1920-08-09,1920-08-09,1026.0
1920-08-10,1920-08-10,1024.0
1920-08-11,1920-08-11,1026.0
1920-08-12,1920-08-12,1024.0
1920-08-13,1920-08-13,1024.0
1920-08-14,1920-08-14,1024.0
1920-08-15,1920-08-15,1024.0
1920-08-16,1920-08-16,1024.0
1920-08-17,1920-08-17,1024.0
1920-08-18,1920-08-18,1024.0
1920-08-19,1920-08-19,1024.0
1920-08-20,1920-08-20,1024.0
1920-08-21,1920-08-21,1024.0
1920-08-22,1920-08-22,1024.0
1920-08-23,1920-08-23,1024.0
1920-08-24,1920-08-24,1024.0
1920-08-25,1920-08-25,1024.0
1920-08-26,1920-08-26,1024.0
1920-08-27,1920-08-27,1024.0
1920-08-28,1920-08-28,1024.0
1920-08-29,1920-08-29,1024.0
1920-08-30,1920-08-30,1024.0
1920-08-31,1920-08-31,1024.0
1920-09-01,1920-09-01,1024.0
1920-09-02,1920-09-02,1024.0
1920-09-03,1920-09-03,1024.0
1920-09-04,1920-09-04,1024.0
1920-09-05,1920-09-05,1024.0
1920-09-06,1920-09-06,1024.0
1920-09-07,1920-09-07,1024.0
1920-09-08,1920-09-08,1024.0
1920-09-09,1920-09-09,1024.0
1920-09-10,1920-09-10,1026.0
1920-09-11,1920-09-11,1026.0
1920-09-12,1920-09-12,1026.0
1920-09-13,1920-09-13,1026.0
1920-09-14,1920-09-14,1026.0
1920-09-15,1920-09-15,1026.0
1920-09-16,1920-09-16,1026.0
1920-09-17,1920-09-17,1026.0
1920-09-18,1920-09-18,1028.0
1920-09-19,1920-09-19,1028.0
1920-09-20,1920-09-20,1028.0
1920-09-21,1920-09-21,1030.0
1920-09-22,1920-09-22,1030.0
1920-09-23,1920-09-23,1032.0
1920-09-24,1920-09-24,1032.0
1920-09-25,1920-09-25,1032.0
1920-09-26,1920-09-26,1032.0
1920-09-27,1920-09-27,1032.0
1920-09-28,1920-09-28,1034.0
1920-09-29,1920-09-29,1034.0
1920-09-30,1920-09-30,1036.0
1920-10-01,1920-10-01,1036.0
1920-10-02,1920-10-02,1036.0
1920-10-03,1920-10-03,1036.0
1920-10-04,1920-10-04,1036.0
1920-10-05,1920-10-05,1038.0
1920-10-06,1920-10-06,1038.0
1920-10-07,1920-10-07,1040.0
1920-10-08,1920-10-08,1042.0
1920-10-09,1920-10-09,1042.0
1920-10-10,1920-10-10,1042.0
1920-10-11,1920-10-11,1044.0
1920-10-12,1920-10-12,1044.0
1920-10-13,1920-10-13,1046.0
1920-10-14,1920-10-14,1046.0
1920-10-15,1920-10-15,1046.0
1920-10-16,1920-10-16,1046.0
1920-10-17,1920-10-17,1048.0
1920-10-18,1920-10-18,1048.0
1920-10-19,1920-10-19,1050.0
1920-10-20,1920-10-20,1050.0
1920-10-21,1920-10-21,1050.0
1920-10-22,1920-10-22,1050.0
1920-10-23,1920-10-23,1050.0
1920-10-24,1920-10-24,1050.0
1920-10-25,1920-10-25,1052.0
1920-10-26,1920-10-26,1052.0
1920-10-27,1920-10-27,1052.0
1920-10-28,1920-10-28,1052.0
1920-10-29,1920-10-29,1052.0
1920-10-30,1920-10-30,1054.0
1920-10-31,1920-10-31,1054.0
1920-11-01,1920-11-01,1054.0
1920-11-02,1920-11-02,1054.0
1920-11-03,1920-11-03,1054.0
1920-11-04,1920-11-04,1054.0
1920-11-05,1920-11-05,1054.0
1920-11-06,1920-11-06,1054.0
1920-11-07,1920-11-07,1054.0
1920-11-08,1920-11-08,1054.0
1920-11-09,1920-11-09,1054.0
1920-11-10,1920-11-10,1054.0
1920-11-11,1920-11-11,1054.0
1920-11-12,1920-11-12,1054.0
1920-11-13,1920-11-13,1054.0
1920-11-14,1920-11-14,1054.0
1920-11-15,1920-11-15,1054.0
1920-11-16,1920-11-16,1054.0
1920-11-17,1920-11-17,1054.0
1920-11-18,1920-11-18,1054.0
1920-11-19,1920-11-19,1054.0
1920-11-20,1920-11-20,1054.0
1920-11-21,1920-11-21,1054.0
1920-11-22,1920-11-22,1054.0
1920-11-23,1920-11-23,1054.0
1920-11-24,1920-11-24,1054.0
1920-11-25,1920-11-25,1054.0
1920-11-26,1920-11-26,1054.0
1920-11-27,1920-11-27,1054.0
1920-11-28,1920-11-28,1054.0
1920-11-29,1920-11-29,1054.0
1920-11-30,1920-11-30,1054.0
1920-12-01,1920-12-01,1056.0
1920-12-02,1920-12-02,1056.0
1920-12-03,1920-12-03,1056.0
1920-12-04,1920-12-04,1056.0
1920-12-05,1920-12-05,1056.0
1920-12-06,1920-12-06,1056.0
1920-12-07,1920-12-07,1058.0
1920-12-08,1920-12-08,1058.0
1920-12-09,1920-12-09,1058.0
1920-12-10,1920-12-10,1058.0
1920-12-11,1920-12-11,1058.0
1920-12-12,1920-12-12,1058.0
1920-12-13,1920-12-13,1058.0
1920-12-14,1920-12-14,1058.0
1920-12-15,1920-12-15,1060.0
1920-12-16,1920-12-16,1060.0
1920-12-17,1920-12-17,1060.0
1920-12-18,1920-12-18,1060.0
1920-12-19,1920-12-19,1060.0
1920-12-20,1920-12-20,1060.0
1920-12-21,1920-12-21,1060.0
1920-12-22,1920-12-22,1060.0
1920-12-23,1920-12-23,1060.0
1920-12-24,1920-12-24,1060.0
1920-12-25,1920-12-25,1062.0
1920-12-26,1920-12-26,1062.0
1920-12-27,1920-12-27,1064.0
1920-12-28,1920-12-28,1066.0
1920-12-29,1920-12-29,1066.0
1920-12-30,1920-12-30,1064.0
1920-12-31,1920-12-31,1064.0
1921-01-01,1921-01-01,1064.0
1921-01-02,1921-01-02,1064.0
1921-01-03,1921-01-03,1064.0
1921-01-04,1921-01-04,1064.0
1921-01-05,1921-01-05,1064.0
1921-01-06,1921-01-06,1066.0
1921-01-07,1921-01-07,1066.0
1921-01-08,1921-01-08,1068.0
1921-01-09,1921-01-09,1068.0
1921-01-10,1921-01-10,1068.0
1921-01-11,1921-01-11,1068.0
1921-01-12,1921-01-12,1068.0
1921-01-13,1921-01-13,1068.0
1921-01-14,1921-01-14,1068.0
1921-01-15,1921-01-15,1068.0
1921-01-16,1921-01-16,1068.0
1921-01-17,1921-01-17,1068.0
1921-01-18,1921-01-18,1066.0
1921-01-19,1921-01-19,1068.0
1921-01-20,1921-01-20,1066.0
1921-01-21,1921-01-21,1066.0
1921-01-22,1921-01-22,1066.0
1921-01-23,1921-01-23,1066.0
1921-01-24,1921-01-24,1066.0
1921-01-25,1921-01-25,1064.0
1921-01-26,1921-01-26,1064.0
1921-01-27,1921-01-27,1064.0
1921-01-28,1921-01-28,1064.0
1921-01-29,1921-01-29,1064.0
1921-01-30,1921-01-30,1062.0
1921-01-31,1921-01-31,1064.0
1921-02-01,1921-02-01,1064.0
1921-02-02,1921-02-02,1064.0
1921-02-03,1921-02-03,1064.0
1921-02-04,1921-02-04,1062.0
1921-02-05,1921-02-05,1062.0
1921-02-06,1921-02-06,1062.0
1921-02-07,1921-02-07,1062.0
1921-02-08,1921-02-08,1062.0
1921-02-09,1921-02-09,1062.0
1921-02-10,1921-02-10,1062.0
1921-02-11,1921-02-11,1062.0
1921-02-12,1921-02-12,1062.0
1921-02-13,1921-02-13,1062.0
1921-02-14,1921-02-14,1062.0
1921-02-15,1921-02-15,1062.0
1921-02-16,1921-02-16,1062.0
1921-02-17,1921-02-17,1062.0
1921-02-18,1921-02-18,1062.0
1921-02-19,1921-02-19,1062.0
1921-02-20,1921-02-20,1062.0
1921-02-21,1921-02-21,1060.0
1921-02-22,1921-02-22,1060.0
1921-02-23,1921-02-23,1060.0
1921-02-24,1921-02-24,1060.0
1921-02-25,1921-02-25,1060.0
1921-02-26,1921-02-26,1060.0
1921-02-27,1921-02-27,1058.0
1921-02-28,1921-02-28,1058.0
1921-03-01,1921-03-01,1058.0
1921-03-02,1921-03-02,1058.0
1921-03-03,1921-03-03,1058.0
1921-03-04,1921-03-04,1058.0
1921-03-05,1921-03-05,1058.0
1921-03-06,1921-03-06,1058.0
1921-03-07,1921-03-07,1058.0
1921-03-08,1921-03-08,1058.0
1921-03-09,1921-03-09,1058.0
1921-03-10,1921-03-10,1058.0
1921-03-11,1921-03-11,1058.0
1921-03-12,1921-03-12,1058.0
1921-03-13,1921-03-13,1058.0
1921-03-14,1921-03-14,1058.0
1921-03-15,1921-03-15,1058.0
1921-03-16,1921-03-16,1058.0
1921-03-17,1921-03-17,1058.0
1921-03-18,1921-03-18,1058.0
1921-03-19,1921-03-19,1058.0
1921-03-20,1921-03-20,1058.0
1921-03-21,1921-03-21,1058.0
1921-03-22,1921-03-22,1058.0
1921-03-23,1921-03-23,1058.0
1921-03-24,1921-03-24,1058.0
1921-03-25,1921-03-25,1058.0
1921-03-26,1921-03-26,1058.0
1921-03-27,1921-03-27,1060.0
1921-03-28,1921-03-28,1060.0
1921-03-29,1921-03-29,1060.0
1921-03-30,1921-03-30,1060.0
1921-03-31,1921-03-31,1060.0
1921-04-01,1921-04-01,1062.0
1921-04-02,1921-04-02,1062.0
1921-04-03,1921-04-03,1062.0
1921-04-04,1921-04-04,1062.0
1921-04-05,1921-04-05,1062.0
1921-04-06,1921-04-06,1062.0
1921-04-07,1921-04-07,1062.0
1921-04-08,1921-04-08,1062.0
1921-04-09,1921-04-09,1062.0
1921-04-10,1921-04-10,1062.0
1921-04-11,1921-04-11,1062.0
1921-04-12,1921-04-12,1062.0
1921-04-13,1921-04-13,1062.0
1921-04-14,1921-04-14,1062.0
1921-04-15,1921-04-15,1062.0
1921-04-16,1921-04-16,1062.0
1921-04-17,1921-04-17,1062.0
1921-04-18,1921-04-18,1062.0
1921-04-19,1921-04-19,1062.0
1921-04-20,1921-04-20,1062.0
1921-04-21,1921-04-21,1062.0
1921-04-22,1921-04-22,1062.0
1921-04-23,1921-04-23,1062.0
1921-04-24,1921-04-24,1060.0
1921-04-25,1921-04-25,1060.0
1921-04-26,1921-04-26,1060.0
1921-04-27,1921-04-27,1060.0
1921-04-28,1921-04-28,1060.0
1921-04-29,1921-04-29,1060.0
1921-04-30,1921-04-30,1060.0
1921-05-01,1921-05-01,1060.0
1921-05-02,1921-05-02,1060.0
1921-05-03,1921-05-03,1060.0
1921-05-04,1921-05-04,1060.0
1921-05-05,1921-05-05,1060.0
1921-05-06,1921-05-06,1060.0
1921-05-07,1921-05-07,1058.0
1921-05-08,1921-05-08,1058.0
1921-05-09,1921-05-09,1058.0
1921-05-10,1921-05-10,1058.0
1921-05-11,1921-05-11,1058.0
1921-05-12,1921-05-12,1058.0
1921-05-13,1921-05-13,1058.0
1921-05-14,1921-05-14,1058.0
1921-05-15,1921-05-15,1058.0
1921-05-16,1921-05-16,1058.0
1921-05-17,1921-05-17,1058.0
1921-05-18,1921-05-18,1058.0
1921-05-19,1921-05-19,1058.0
1921-05-20,1921-05-20,1058.0
1921-05-21,1921-05-21,1058.0
1921-05-22,1921-05-22,1058.0
1921-05-23,1921-05-23,1058.0
1921-05-24,1921-05-24,1058.0
1921-05-25,1921-05-25,1058.0
1921-05-26,1921-05-26,1058.0
1921-05-27,1921-05-27,1058.0
1921-05-28,1921-05-28,1056.0
1921-05-29,1921-05-29,1056.0
1921-05-30,1921-05-30,1056.0
1921-05-31,1921-05-31,1056.0
1921-06-01,1921-06-01,1056.0
1921-06-02,1921-06-02,1054.0
1921-06-03,1921-06-03,1054.0
1921-06-04,1921-06-04,1054.0
1921-06-05,1921-06-05,1054.0
1921-06-06,1921-06-06,1052.0
1921-06-07,1921-06-07,1052.0
1921-06-08,1921-06-08,1052.0
1921-06-09,1921-06-09,1052.0
1921-06-10,1921-06-10,1050.0
1921-06-11,1921-06-11,1050.0
1921-06-12,1921-06-12,1050.0
1921-06-13,1921-06-13,1048.0
1921-06-14,1921-06-14,1048.0
1921-06-15,1921-06-15,1048.0
1921-06-16,1921-06-16,1048.0
1921-06-17,1921-06-17,1048.0
1921-06-18,1921-06-18,1048.0
1921-06-19,1921-06-19,1048.0
1921-06-20,1921-06-20,1048.0
1921-06-21,1921-06-21,1046.0
1921-06-22,1921-06-22,1046.0
1921-06-23,1921-06-23,1046.0
1921-06-24,1921-06-24,1046.0
1921-06-25,1921-06-25,1046.0
1921-06-26,1921-06-26,1046.0
1921-06-27,1921-06-27,1046.0
1921-06-28,1921-06-28,1044.0
1921-06-29,1921-06-29,1044.0
1921-06-30,1921-06-30,1044.0
1921-07-01,1921-07-01,1044.0
1921-07-02,1921-07-02,1044.0
1921-07-03,1921-07-03,1044.0
1921-07-04,1921-07-04,1044.0
1921-07-05,1921-07-05,1044.0
1921-07-06,1921-07-06,1044.0
1921-07-07,1921-07-07,1044.0
1921-07-08,1921-07-08,1044.0
1921-07-09,1921-07-09,1044.0
1921-07-10,1921-07-10,1044.0
1921-07-11,1921-07-11,1044.0
1921-07-12,1921-07-12,1044.0
1921-07-13,1921-07-13,1044.0
1921-07-14,1921-07-14,1044.0
1921-07-15,1921-07-15,1044.0
1921-07-16,1921-07-16,1044.0
1921-07-17,1921-07-17,1044.0
1921-07-18,1921-07-18,1044.0
1921-07-19,1921-07-19,1042.0
1921-07-20,1921-07-20,1042.0
1921-07-21,1921-07-21,1042.0
1921-07-22,1921-07-22,1042.0
1921-07-23,1921-07-23,1042.0
1921-07-24,1921-07-24,1042.0
1921-07-25,1921-07-25,1042.0
1921-07-26,1921-07-26,1042.0
1921-07-27,1921-07-27,1042.0
1921-07-28,1921-07-28,1040.0
1921-07-29,1921-07-29,1040.0
1921-07-30,1921-07-30,1040.0
1921-07-31,1921-07-31,1040.0
1921-08-01,1921-08-01,1040.0
1921-08-02,1921-08-02,1038.0
1921-08-03,1921-08-03,1038.0
1921-08-04,1921-08-04,1038.0
1921-08-05,1921-08-05,1038.0
1921-08-06,1921-08-06,1038.0
1921-08-07,1921-08-07,1038.0
1921-08-08,1921-08-08,1036.0
1921-08-09,1921-08-09,1036.0
1921-08-10,1921-08-10,1036.0
1921-08-11,1921-08-11,1036.0
1921-08-12,1921-08-12,1036.0
1921-08-13,1921-08-13,1036.0
1921-08-14,1921-08-14,1036.0
1921-08-15,1921-08-15,1036.0
1921-08-16,1921-08-16,1036.0
